角色名,唱法/表演方式,台词,来源文件,字数,情感分
关羽,白,关平儿随为父出兵多年，尚不深悉用兵之道。站立一旁，听为父教训。,DanDaoFuHui.csv,27,0.55
关羽,白,为将帅者，必须要通晓天文，深明地理，熟读兵书，通习战策。统兵出战，更须足智多谋。治兵以纪律为先，临阵以精细为上。统率将士，体恤人心，宽以济猛，猛以济宽；有功则赏，有过者罚。交锋之际，量自己之强弱，查敌人之虚实。有道是：“知彼知己，百战百胜。”乘其未至，攻其不备。运筹帷幄之中，决胜千里之外。诈败不可紧追，得胜不可妄进。安营扎寨，靠山近水。深林防埋伏，苇塘防火攻。战无不胜，攻无不取。此所谓行军之诀也。,DanDaoFuHui.csv,164,0.7400000000000001
关羽,西皮摇板,"用兵之道须谨慎，
临阵交锋要小心。
随机应变莫妄进，
得胜成功休逞能。
因地制宜安了寨，
靠山近水扎大营。
偷营劫寨心拿稳，
旗开得胜把功成。",DanDaoFuHui.csv,56,0.9
关羽,白,"上得船来，好一派江景。
周仓，",DanDaoFuHui.csv,11,0.55
关羽,白,解缆开船。,DanDaoFuHui.csv,4,0.55
关羽,二黄导板,上船来只觉得神清气爽，,DanDaoFuHui.csv,10,0.55
关羽,二黄原板,"推楼窗丹凤眼细看端详：
大舟船千百只均靠岸上，
小舟船密匝匝好似蜂房。
微风起淡云收天晴日朗，
绿澄澄波浪平水接天光。
耳边厢又听得人声喧嚷，
又只见东吴兵排列两厢。
叫仓将，将舟船依靠岸上，",DanDaoFuHui.csv,80,0.55
关羽,二黄摇板,你随某下船去细看端详。,DanDaoFuHui.csv,10,0.55
关羽,白,某家久未致侯，大夫恕罪。,DanDaoFuHui.csv,10,0.1
关羽,白,大夫见召，足见多情。,DanDaoFuHui.csv,8,0.55
关羽,白,请。,DanDaoFuHui.csv,1,0.55
关羽,白,叨扰了。,DanDaoFuHui.csv,3,0.55
关羽,西皮原板,"在吴江与大夫共饮琼浆，
在筵前细听我诉说衷肠：
想当年破黄巾东除西荡，
战吕布，杀文丑，斩却颜良。
数十载动干戈未离马上，
奉主命统大兵坐镇荆襄。
今日里饮酒在临江亭上，
蒙厚意备酒宴甚实叨光。",DanDaoFuHui.csv,80,0.1
关羽,白,大夫若不嫌絮烦，待某手舞足蹈，细讲一番。,DanDaoFuHui.csv,17,0.55
关羽,白,听道：,DanDaoFuHui.csv,2,0.55
关羽,吹腔慢板,"想当年曹营多安享，
为寻兄长出许昌。
挂印封金阳关上，
沿途关口动刀枪。
孔秀、孟坦刀下丧，
韩福、王植马前亡。
普净禅师机关泄漏，
卞喜被某剑劈在庙廊。
黄河渡口将俺阻挡，
刀砍秦琪丧无常。
古城之下摆战场，
擂鼓三通斩蔡阳。",DanDaoFuHui.csv,89,0.30000000000000004
关羽,白,有何金言，当面领教。,DanDaoFuHui.csv,8,0.55
关羽,白,今日饮宴，乃是朋友人情，军国大事，不须提起。,DanDaoFuHui.csv,18,0.55
关羽,白,乃是我的宝刀啸声。,DanDaoFuHui.csv,8,0.55
关羽,白,正是。,DanDaoFuHui.csv,2,0.9
关羽,白,此刀，自某在范阳桃园结拜以来，即有此刀。至今数十余年。连今日，只啸三次。,DanDaoFuHui.csv,30,0.9
关羽,白,也不过是杀人而已。,DanDaoFuHui.csv,8,0.1
关羽,白,"第一次刀啸，应在斩颜良诛文丑；第二次刀啸，应在过五关斩六将；今日刀啸，只恐怕要应在大夫的身上。
周仓，看刀来。
刀吓，青龙刀！想你随某出兵多年，也不知斩了多少上将。今日鲁大夫设宴相邀，在临江亭上饮酒，你也要饮得一杯。",DanDaoFuHui.csv,91,0.1
关羽,吹腔慢板,"青龙偃月白光凝，
能征惯战血染红。",DanDaoFuHui.csv,14,0.1
关羽,白,酒已够了，某家要告辞了。,DanDaoFuHui.csv,10,0.55
关羽,吹腔慢板,"多蒙大夫情意厚，
醉酒饱德意悠悠。
常言三杯和万事，
一醉便能解千愁。",DanDaoFuHui.csv,28,0.6333333333333333
关羽,白,大夫，某深感盛情，多谢了！,DanDaoFuHui.csv,10,0.9
关羽,引子,"绿袍金甲，镇华夏。
秉定忠心，扶保汉家。",dandaohui.csv,15,0.9
关羽,白,站立两厢。,dandaohui.csv,4,0.55
关羽,念,赤兔马快似闪电，青龙刀遮日光寒。守荆州威镇华夏，保大哥驾坐西川。,dandaohui.csv,28,0.9
关羽,白,"某，关羽。大哥坐镇西川，三弟阆中为将，某奉兄命镇守荆州一带。前者，诸葛瑾入川，催讨荆州，我家大哥愿将长沙、零陵、桂阳三郡交还东吴；只因关某不允，将诸葛瑾羞辱一场。我想孙权必不甘休，为此，整顿人马准备御敌。
站堂军。",dandaohui.csv,89,0.1
关羽,白,伺候了。,dandaohui.csv,3,0.55
关羽,白,命他报门而进。,dandaohui.csv,6,0.55
关羽,白,奉何人所差？,dandaohui.csv,5,0.55
关羽,白,到此做甚？,dandaohui.csv,4,0.55
关羽,白,呈上来。帐下伺候。,dandaohui.csv,7,0.55
关羽,白,"鲁肃有书信到来，待某拆书一观。
唤下书人。",dandaohui.csv,17,0.9
关羽,白,命你转报子敬，就说关某五月十三日过江赴会。出帐去吧。,dandaohui.csv,23,0.55
关羽,白,我儿哪里知道，那鲁肃约为父过江赴会，此必诸葛瑾回报孙权，故命鲁肃兵屯陆口，正为索讨荆州之计尔。1,dandaohui.csv,42,0.9
关羽,白,为父若是不前去，岂不被东吴人耻笑？,dandaohui.csv,15,0.55
关羽,白,嗯！孺子竟敢多言。为父在千枪万刃之中，矢石交攻之际，往来如走无人之境，岂惧江东群鼠尔！,dandaohui.csv,37,0.1
关羽,白,某自有差派。,dandaohui.csv,5,0.55
关羽,白,周仓。,dandaohui.csv,2,0.55
关羽,白,准备大船一只，挑选关西大汉二十名，手提青龙刀，随关某单刀赴会。,dandaohui.csv,27,0.55
关羽,白,关平听令。,dandaohui.csv,4,0.55
关羽,白,准备战船二十只，军三千名，扮做商贾模样，埋伏陆口对岸江上，见为父红旗一摆，儿便过得江去，迎接为父。,dandaohui.csv,42,0.55
关羽,白,伊籍、马良。,dandaohui.csv,4,0.55
关羽,白,镇守荆州，须要小心。,dandaohui.csv,8,0.55
关羽,白,王甫、赵累。,dandaohui.csv,4,0.55
关羽,白,巡营嘹哨。,dandaohui.csv,4,0.55
关羽,白,其余将官各守汛地。掩门。,dandaohui.csv,10,0.55
关羽,白,好生防守。,dandaohui.csv,4,0.55
关羽,白,吩咐水手开船。,dandaohui.csv,6,0.55
关羽,白,站立一旁。,dandaohui.csv,4,0.55
关羽,新水令,"大江东去浪千叠，
趁西风小舟一叶；
才离了九重宝帐，
探千丈龙潭虎穴。",dandaohui.csv,28,0.55
关羽,白,什么响亮？,dandaohui.csv,4,0.55
关羽,白,搭坐船头。,dandaohui.csv,4,0.55
关羽,白,唔呼呀！看长江之上，巨浪千叠，好一派江景也！,dandaohui.csv,18,0.55
关羽,喜迁莺,"观江水滔滔浪腾，
波浪中隐隐伏兵，
俺惊也么惊，
凭着俺青龙偃月敌万兵。",dandaohui.csv,29,0.55
关羽,刮地风,"嗳呀……嗳！
观东吴缥缈缈旌旗绕。
恰便似虎入龙潭何计较！",dandaohui.csv,22,0.55
关羽,白,鸣锣呐喊！,dandaohui.csv,4,0.55
关羽,白,大夫。,dandaohui.csv,2,0.55
关羽,白,过江来了！,dandaohui.csv,4,0.55
关羽,同笑,啊，哈哈哈……,dandaohui.csv,4,0.55
关羽,白,大夫前行。,dandaohui.csv,4,0.55
关羽,白,不敢，大夫前行。,dandaohui.csv,6,0.55
关羽,白,岂敢。大夫荣任水军都督，关某未曾亲来一贺，大夫恕罪。,dandaohui.csv,22,0.1
关羽,白,大材终堪大用。,dandaohui.csv,6,0.55
关羽,白,大夫忒谦了。,dandaohui.csv,5,0.55
关羽,白,在临江会一别，直至如今。,dandaohui.csv,10,0.55
关羽,白,彼此。,dandaohui.csv,2,0.55
关羽,同笑,啊，哈哈哈……,dandaohui.csv,4,0.55
关羽,白,锦贴相邀，有何见谕？,dandaohui.csv,8,0.55
关羽,白,关某有何德能，怎敢劳动大夫张筵。,dandaohui.csv,14,0.9
关羽,白,"不敢，摆下就是。
看酒来，我与大夫把盏。",dandaohui.csv,15,0.55
关羽,白,当得的。,dandaohui.csv,3,0.55
关羽,同笑,啊，哈哈哈……,dandaohui.csv,4,0.55
关羽,白,大夫请，大夫请。嗳，大夫请。,dandaohui.csv,10,0.55
关羽,脱布衫接叨叨令,"银台辉煌的丰筵锦，
望江心缥缥缈缈的波涛滚，
看他面色赧然战兢兢，
这的是笑得来也么哥！",dandaohui.csv,37,0.55
关羽,白,请。,dandaohui.csv,1,0.55
关羽,脱布衫接叨叨令,这的是恼得来也么哥！,dandaohui.csv,9,0.55
关羽,白,俺关某所做之事，听者倒也惊人，眼见甚是平常；大夫不嫌絮烦，暂离残席，容关某奉陈。,dandaohui.csv,34,0.1
关羽,白,大夫听道：汉室倾颓，国运衰微，十常侍乱于宫中，众诸侯纷争边外，董卓专权，欺君罔上。关某在汜水关下斩了华雄，虎牢关前三战吕布。平灭董卓之后，我大哥被当今天子认为帝胄。谁想又遭曹操之乱，我弟兄逃出许昌，赚城斩了车胄，占了徐州，招军养马，预备重整汉室基业。那曹操亲统人马，前来攻打。我大哥镇守徐州，三弟镇守小沛，关某保定二嫂分镇下邳，以为犄角之势。探马报道：徐州、小沛相继而失；关某中了夏侯惇诱敌之计，被困在土山之上，远望下邳火起，只道二嫂遇害，欲待拔剑自刎，山下来了张辽，顺说关某。某也曾约过三事：第一件，只降汉帝，不降曹操；第二件，我二位嫂嫂要食皇叔的奉禄，上下人等，不准到门；第三件，若知我兄下落，不拘千里万里、水火之中，定当辞职去。自进曹营以来，那曹操十分厚待于某，三日小宴，五日大宴；上马赠金，下马赠银；又赠美女十名，侍奉我二位嫂嫂。到后来，河北袁绍差大将颜良，攻取白马坡，曹操请某观敌掠阵，众将不是颜良对手，关某匹马单刀，我就冲下土山……,dandaohui.csv,360,0.26
关羽,白,那时节，关某勒马提刀……,dandaohui.csv,9,0.55
关羽,白,不慌。,dandaohui.csv,2,0.55
关羽,白,一些儿也不忙。关某的青龙刀下，就斩了颜良；延津渡口又诛了文丑。表封汉寿亭侯。此乃关某些许的功劳，何劳大夫谬赞尔。,dandaohui.csv,49,0.1
关羽,白,大夫过奖。,dandaohui.csv,4,0.55
关羽,同笑,啊，哈哈哈……,dandaohui.csv,4,0.55
关羽,白,嗯！关某出世以来，未遇过三合之战将，岂惧江东之诈尔。,dandaohui.csv,22,0.1
关羽,白,待关某再讲一番。,dandaohui.csv,7,0.55
关羽,白,大夫听者：那日关某闷坐在馆驿之中，忽来陈震下书，方知我家大哥在河北袁绍军中；那时节，关某肝肠寸断，急往相府辞曹。那曹操府门以外挂了回避牌，张辽又托病不出。关某情急无奈，才封金挂印，写柬辞曹；保定我二嫂闯出许昌北门，耳听后面，哗啦啦……人声呐喊……,dandaohui.csv,105,0.9
关羽,白,大将张辽。,dandaohui.csv,4,0.55
关羽,白,是他言道，曹操亲自与某饯行；因此，关某勒马立于灞陵桥上，远远望见那曹操带领众将前来，赠某美酒、红袍。这酒祭了关某的刀；这刀，刀挑大红袍。本当下马致谢，诚恐中了他人之计；因此，打马过了灞陵桥！,dandaohui.csv,81,0.42000000000000004
关羽,四块玉,"他他他，曹兵胆战惊，
哪个大胆敢前进！
那时节某虎扬雄威吓掉贼魂；
那曹兵个个往后退，
行过了灞陵桥我才放心。",dandaohui.csv,45,0.9
关羽,白,关某的刀响。,dandaohui.csv,5,0.55
关羽,白,不过是杀人而已。,dandaohui.csv,7,0.1
关羽,白,刀响三次。,dandaohui.csv,4,0.55
关羽,白,温酒斩华雄。,dandaohui.csv,5,0.1
关羽,白,斩颜良、诛文丑。,dandaohui.csv,6,0.1
关羽,白,这第三次？恐怕应在大夫你的头上。,dandaohui.csv,14,0.1
关羽,白,关某失言了，失言了。,dandaohui.csv,8,0.55
关羽,白,俺关某出世以来，忠不顾死，义不负心，何尝失信于人？,dandaohui.csv,21,0.9
关羽,白,此乃我家大哥所做，与关某何干？,dandaohui.csv,13,0.55
关羽,白,这个……,dandaohui.csv,2,0.55
关羽,白,"嗯！我与大夫谈论国家大事，汝是甚等样人，竟敢多口！下站，退后！
啊，大夫，你是请某吃酒，还是催讨荆州？",dandaohui.csv,40,0.55
关羽,白,"大胆！
鲁肃！在酒席筵前提起国家大事，岂有此理！",dandaohui.csv,19,0.55
关羽,白,你要怎样？,dandaohui.csv,4,0.55
关羽,白,你敢怎样？,dandaohui.csv,4,0.55
关羽,白,哼哼……,dandaohui.csv,2,0.55
关羽,白,哼！,dandaohui.csv,1,0.55
关羽,白,哼哼……,dandaohui.csv,2,0.55
关羽,白,嗳呀！事已至此，还有何难哉？,dandaohui.csv,11,0.55
关羽,白,谅不就。,dandaohui.csv,3,0.55
关羽,白,谅不就。,dandaohui.csv,3,0.55
关羽,白,大夫，你莫非有诈？,dandaohui.csv,7,0.55
关羽,白,你抬头观看。这些将士何用？,dandaohui.csv,11,0.55
关羽,白,哦，是护送关某登舟的？多谢大夫盛情；今日关某酒醉，烦劳大夫相送，来日在荆州还席。关某告辞了！,dandaohui.csv,39,0.9
关羽,煞尾,"江边饮宴多叨扰，
孙刘本是旧故交，
若不是子敬情好，
俺怎肯将你轻饶！",dandaohui.csv,28,0.55
关羽,白,开船！,dandaohui.csv,2,0.55
关羽,念,波涛滚滚渡江东，独赴单刀孰与同？片帆瞬息西风力，鲁肃今日认关公。,dandaohui·daohui.csv,28,0.55
关羽,白,周仓，,dandaohui·daohui.csv,2,0.55
关羽,白,船行至哪里？,dandaohui·daohui.csv,5,0.55
关羽,白,吩咐水手，风帆不用扯满，把船缓缓而行！某家好观江景。,dandaohui·daohui.csv,22,0.55
关羽,白,果然一派好江景也。,dandaohui·daohui.csv,8,0.55
关羽,新水令,"大江东去浪千叠，
趁西风驾着这小舟一叶。
才离了九重龙凤阙，
早来到千丈虎狼穴。
大丈夫心烈，大丈夫心烈，
觑着那单刀会，赛村社。",dandaohui·daohui.csv,52,0.9
关羽,白,看这边厢，天连着水，那边厢水连着山。想某二十年前隔江斗智，曹兵八十三万人马，屯于赤壁之间。那时，只听兵马之声，不见山水之形，今日里呵。,dandaohui·daohui.csv,57,0.9
关羽,驻马听,"依旧的水涌山叠，
依旧的，水涌山叠。
好一个年少的周郎，恁在何处也？
不觉的灰飞烟灭。
可怜黄盖暗伤嗟。
破曹樯橹，恰又早一时绝。
赤壁鏖兵，江水犹然热，好教俺心惨切。",dandaohui·daohui.csv,66,0.1
关羽,白,周仓！,dandaohui·daohui.csv,2,0.55
关羽,白,这不是水！,dandaohui·daohui.csv,4,0.55
关羽,驻马听,这是那，二十年流不尽的英雄血。,dandaohui·daohui.csv,13,0.1
关羽,白,某有何德能，敢劳大夫置酒张筵。,dandaohui·daohui.csv,13,0.9
关羽,白,岂敢！贱足踹贵地。,dandaohui·daohui.csv,7,0.55
关羽,白,岂敢。,dandaohui·daohui.csv,2,0.55
关羽,白,使得。,dandaohui·daohui.csv,2,0.55
关羽,白,大夫，可知主不饮……,dandaohui·daohui.csv,7,0.55
关羽,白,哈……,dandaohui·daohui.csv,1,0.55
关羽,白,酒不饮单。,dandaohui·daohui.csv,4,0.55
关羽,白,哈，哈……,dandaohui·daohui.csv,2,0.55
关羽,白,大夫，可知某的刀，也会饮酒？,dandaohui·daohui.csv,11,0.55
关羽,白,周仓。,dandaohui·daohui.csv,2,0.55
关羽,白,刀来。,dandaohui·daohui.csv,2,0.55
关羽,白,刀吓刀！想你在百万军中，取上将的首级，如探囊取物一般。今日鲁大夫请某饮酒，席上若有不明之事，少不得劳你一劳，先饮上一杯。,dandaohui·daohui.csv,52,0.9
关羽,白,你我当阳一别直至如今。,dandaohui·daohui.csv,10,0.55
关羽,白,果然去得好疾也。,dandaohui·daohui.csv,7,0.1
关羽,胡十八,想古今立勋业，,dandaohui·daohui.csv,6,0.55
关羽,胡十八,"哪里有舜五人汉三杰。
两朝相隔只这数年别，
不复能够会也。
恰又早这般老也。",dandaohui·daohui.csv,31,0.55
关羽,白,皆然。,dandaohui·daohui.csv,2,0.55
关羽,白,使得。,dandaohui·daohui.csv,2,0.55
关羽,胡十八,开怀来饮数杯。,dandaohui·daohui.csv,6,0.55
关羽,白,大夫！,dandaohui·daohui.csv,2,0.55
关羽,胡十八,某只待要尽心儿可便醉也。,dandaohui·daohui.csv,11,0.55
关羽,白,大夫，想这节事，只可耳闻，不可目睹。闻者寻常，见者却也惊人。大夫若不嫌絮烦，待某家出得席去，卸了袍服，手舞足蹈，试说一遍。,dandaohui·daohui.csv,50,0.55
关羽,白,周仓。,dandaohui·daohui.csv,2,0.55
关羽,白,"卸袍。
大夫。",dandaohui·daohui.csv,4,0.55
关羽,白,那日辞曹归汉，弃印封金，出得城来，那日色刚刚乍午。,dandaohui·daohui.csv,21,0.9
关羽,沽美酒,"只听得韵悠悠画角绝，
韵悠悠画角绝。
昏惨惨日得这西斜。
曹丞相满捧着香醪，
他自将来，某只在这马上接。",dandaohui·daohui.csv,42,0.1
关羽,白,赠某红锦战袍，要赚关某下马。,dandaohui·daohui.csv,12,0.55
关羽,白,那时某在马上一躬说道，丞相，恕关某不下马来者！,dandaohui·daohui.csv,20,0.55
关羽,沽美酒,"某就卒律律，
刀挑了锦征袍，某只待去也。",dandaohui·daohui.csv,16,0.55
关羽,白,行至三里桥。,dandaohui·daohui.csv,5,0.55
关羽,白,那时关某扭项回头，只见曹兵如潮水一般，涌将上来。,dandaohui·daohui.csv,21,0.55
关羽,白,那时某家在马上陡生一计。,dandaohui·daohui.csv,11,0.55
关羽,白,见路旁有棵柳树，有如许之大，被某提起青龙偃月刀，将此树，喀咤一声分为两段。,dandaohui·daohui.csv,32,0.55
关羽,白,那时某家又出一令。,dandaohui·daohui.csv,8,0.55
关羽,白,也呔！曹兵听者，有人过此桥者，即按柳树为号！,dandaohui·daohui.csv,18,0.55
关羽,白,大夫。,dandaohui·daohui.csv,2,0.55
关羽,白,某只此一句。,dandaohui·daohui.csv,5,0.55
关羽,沽美酒,"某就吓得他吓得他马怯惊，
人似痴呆，早晚间不分一个明夜。",dandaohui·daohui.csv,24,0.9
关羽,白,行至古城。,dandaohui·daohui.csv,4,0.55
关羽,白,俺大哥、三弟俱站在城楼之上。,dandaohui·daohui.csv,12,0.55
关羽,白,俺大哥乃仁德之君，一言不发。,dandaohui·daohui.csv,12,0.9
关羽,白,俺三弟是员虎将，他说道：呀呔！我把你这红脸的！你既降曹，又来则甚？,dandaohui·daohui.csv,27,0.55
关羽,白,那时某家，百般样分说，他只是不信。,dandaohui·daohui.csv,14,0.9
关羽,沽美酒,"吓呀大夫，好教某浑身是口怎样分说？
脑背后将军猛烈。
那素白旗上，他就明明将这标写。",dandaohui·daohui.csv,35,0.9
关羽,白,蔡阳。,dandaohui·daohui.csv,2,0.55
关羽,白,只为某在东岭关，斩了他外甥秦琪，故此提兵前来报仇。,dandaohui·daohui.csv,22,0.1
关羽,白,那时三弟道：“呔！红脸的！你既不降曹，为何有曹兵接至？”,dandaohui·daohui.csv,21,0.55
关羽,白,那时某家说：三弟快把城门打开，将二位皇嫂车辆接进城去，助俺一支人马，待俺立斩蔡阳！,dandaohui·daohui.csv,36,0.32857142857142857
关羽,白,俺三弟道：啊吓，你把谎话来哄谁？俺把城门开了，岂不被你杀个里应外合。,dandaohui·daohui.csv,29,0.1
关羽,白,那时，那时怒恼某家性儿，说道：那城门不用你开，人马也不用你助，可念桃园结义份上，助俺三通战鼓，待俺立斩蔡阳！,dandaohui·daohui.csv,46,0.44285714285714284
关羽,白,俺三弟乃是粗中有细之人，他就拍掌呵呵大笑，说这个使得。,dandaohui·daohui.csv,24,0.55
关羽,白,那时某家，将二位皇嫂车辆，我就撵、撵在一旁，说道：三弟擂鼓者！,dandaohui·daohui.csv,25,0.55
关羽,沽美酒,"只听得扑通通鼓声儿未绝，
忽喇喇，征鞍儿骤也，
卒律律，过处似雪，",dandaohui·daohui.csv,26,0.55
关羽,白,喀咤！,dandaohui·daohui.csv,2,0.55
关羽,沽美酒,人头儿落也。,dandaohui·daohui.csv,5,0.55
关羽,白,俺三弟将城门打开，将二位皇嫂车辆接进城去，俺弟兄三人，挽手而行。大夫。,dandaohui·daohui.csv,30,0.1
关羽,沽美酒,才得个兄弟哥哥便欢悦。,dandaohui·daohui.csv,10,0.55
关羽,白,这叫做以德报德，以直报怨。,dandaohui·daohui.csv,11,0.5
关羽,白,俺关某从不曾失信与人。,dandaohui·daohui.csv,10,0.9
关羽,白,俺大哥乃仁德之君，岂肯失信与你？！,dandaohui·daohui.csv,14,0.9
关羽,白,大夫，今日是请某饮酒，还是索取荆州？,dandaohui·daohui.csv,15,0.55
关羽,白,住口！,dandaohui·daohui.csv,2,0.55
关羽,庆东原,"我把你真心儿待，
恁将那筵宴来设。
攀今吊古，分什么枝叶，
在某跟前使不得之乎者也，诗云和那子曰。",dandaohui·daohui.csv,40,0.9
关羽,白,住口！,dandaohui·daohui.csv,2,0.55
关羽,庆东原,再开言只教你剜口截舌。,dandaohui·daohui.csv,10,0.55
关羽,白,却又来。,dandaohui·daohui.csv,3,0.55
关羽,庆东原,有义，孙刘，,dandaohui·daohui.csv,4,0.9
关羽,白,目下。,dandaohui·daohui.csv,2,0.55
关羽,庆东原,反成做吴越。,dandaohui·daohui.csv,5,0.55
关羽,白,剑响！,dandaohui·daohui.csv,2,0.55
关羽,白,人头落地！,dandaohui·daohui.csv,4,0.55
关羽,白,三次了！,dandaohui·daohui.csv,3,0.55
关羽,白,文丑。,dandaohui·daohui.csv,2,0.55
关羽,白,蔡阳。,dandaohui·daohui.csv,2,0.55
关羽,白,莫非轮着大夫了？,dandaohui·daohui.csv,7,0.55
关羽,白,听者。,dandaohui·daohui.csv,2,0.55
关羽,念,此剑神威不可挡，庙堂之器岂寻常。席前索取荆州事，一剑赏你子敬亡！,dandaohui·daohui.csv,28,0.5
关羽,雁儿落带得胜令,"凭着你三寸不烂舌，
休挡俺三尺无情铁。",dandaohui·daohui.csv,16,0.55
关羽,白,此剑。,dandaohui·daohui.csv,2,0.55
关羽,雁儿落带得胜令,"饥餐上将头，渴饮仇人血。
龙在鞘中蛰，
虎向坐间歇。
今日个故友们重相见，
休教俺弟兄们相间别。
子敬听者，
心下休惊怯，
畅好是随邪。",dandaohui·daohui.csv,52,0.1
关羽,白,周仓！,dandaohui·daohui.csv,2,0.55
关羽,雁儿落带得胜令,吾当醉也。,dandaohui·daohui.csv,4,0.55
关羽,白,抓回来！可有埋伏？,dandaohui·daohui.csv,7,0.55
关羽,白,你。,dandaohui·daohui.csv,1,0.55
关羽,雁儿落带得胜令,"却怎生闹吵吵把三军列，
谁敢挡拦者。
挡着俺呵，管叫你剑下身亡，
目前见血。
你纵有张仪口蒯通舌，",dandaohui·daohui.csv,39,0.1
关羽,白,哪里去躲藏？,dandaohui·daohui.csv,5,0.55
关羽,雁儿落带得胜令,恁且来，来、来、好好送俺到船上，和你慢慢别。,dandaohui·daohui.csv,17,0.9
关羽,白,大夫，受惊了。,dandaohui·daohui.csv,5,0.55
关羽,煞尾,"承款待多多承谢。
某这两句话儿，也要你也牢牢记者。
百忙里称不得老兄心，
急切里，夺不得汉家的基业！
浏览次数：2万4801 ┊ 字数：4733 ┊ 最后更新：2011-06-09
报告错误 ┊ 版权信息
符合 HTML5 标准 · Sectigo 提供的加密证书 · 戏考的 Blog · 联系小豆子 · © 2000 - 2025
独立站点： 中国京剧老唱片 · 梨园 · 听戏谈戏",dandaohui·daohui.csv,96,0.9
关羽,念,器宇昂昂志气舒，指天化日定规模。荆州久镇无人犯，认取须眉大丈夫。,dandaohui·xunzi.csv,28,0.55
关羽,白,我儿免礼，坐了。,dandaohui·xunzi.csv,6,0.9
关羽,白,我儿听者。当今天下鼎足三分，曹操占据中原，孙权霸住江东，你伯父首尊西蜀，这都是汉家天下也。,dandaohui·xunzi.csv,39,0.55
关羽,粉蝶儿,"那其间，楚汉争强，
叹周秦早属刘项。
分君臣，先到咸阳。
一个儿拔山力，
一个儿量宽容海。
他两个，一时开剏，
想当日，黄阁乌江。
一个儿，用了三杰，
一个儿立诛八将。",dandaohui·xunzi.csv,62,0.3666666666666667
关羽,沉醉东风,"一个在短剑下身亡，
一个儿听静鞭三下响。
这的是祖宗传位与儿孙，
到今日只落得享、享。",dandaohui·xunzi.csv,35,0.1
关羽,白,献帝——,dandaohui·xunzi.csv,2,0.55
关羽,沉醉东风,"他无靠无依，
董卓不仁不义；",dandaohui·xunzi.csv,11,0.9
关羽,白,吕布——,dandaohui·xunzi.csv,2,0.55
关羽,沉醉东风,一冲一撞。,dandaohui·xunzi.csv,4,0.55
关羽,白,吾儿听者。当初桃园结义之时，宰白马祭天，杀乌牛祭地。不求同日生，只愿同日死，一在三在，一亡三亡。,dandaohui·xunzi.csv,40,0.26
关羽,十二月,"想当日，兄弟在范阳，
兄长在楼桑；
俺关某在蒲州解良；
更有那，诸葛在南阳。
煞时间，英雄出四方。
结义了皇叔与关张，",dandaohui·xunzi.csv,45,0.9
关羽,尧民歌,"其年三谒卧龙岗，
已料定，鼎足三分，汉家邦。
俺哥哥，称孤道寡世无双。
俺关某，匹马单刀镇荆襄。
长也么江，今经几战场。",dandaohui·xunzi.csv,46,0.55
关羽,白,却正是后浪——,dandaohui·xunzi.csv,5,0.9
关羽,尧民歌,催前浪。,dandaohui·xunzi.csv,3,0.55
关羽,白,中军。,dandaohui·xunzi.csv,2,0.55
关羽,白,无有某家将令，为何私离汛地？,dandaohui·xunzi.csv,12,0.55
关羽,白,那下书人呢？,dandaohui·xunzi.csv,5,0.55
关羽,白,与我搜检明白，抓他进来，,dandaohui·xunzi.csv,10,0.9
关羽,白,周仓。,dandaohui·xunzi.csv,2,0.55
关羽,白,传鼓开门。,dandaohui·xunzi.csv,4,0.55
关羽,白,下书人，你叫什么名字？,dandaohui·xunzi.csv,9,0.55
关羽,白,你的胆有多大？,dandaohui·xunzi.csv,6,0.55
关羽,白,周仓。,dandaohui·xunzi.csv,2,0.55
关羽,白,剖腹看者！,dandaohui·xunzi.csv,4,0.55
关羽,白,为何能大能小？,dandaohui·xunzi.csv,6,0.55
关羽,白,"收！
可有书信？",dandaohui·xunzi.csv,5,0.9
关羽,白,原来是鲁大夫请某过江赴会。俺这里修书不及，原书发回。回去奏明你家爷，说某本月十三日亲自过江赴会。放他出去。,dandaohui·xunzi.csv,47,0.9
关羽,白,掩门。,dandaohui·xunzi.csv,2,0.55
关羽,白,我儿听者。,dandaohui·xunzi.csv,4,0.55
关羽,石榴花,"上写着，两朝相隔汉阳江。
又写着，鲁肃请云长。",dandaohui·xunzi.csv,18,0.55
关羽,石榴花,"安排下筵宴不寻常，
再休想，画堂别是风光。
哪里有凤凰杯满捧葡萄酿，
尽都是巴豆共着砒霜。
玳宴前摆列着尽都是英雄将，
再休想，开宴出红妆。",dandaohui·xunzi.csv,57,0.9
关羽,斗鹌鹁,"安排下，打凤的牢笼。
准备着天罗地网。
哪里有待客的筵席？
分明是杀人、杀人的战场。
再休想重意诚心，
全不怕后人来讲。",dandaohui·xunzi.csv,47,0.32857142857142857
关羽,斗鹌鹑,既然他谨谨的相邀，,dandaohui·xunzi.csv,8,0.55
关羽,白,来，周仓！,dandaohui·xunzi.csv,3,0.55
关羽,斗鹌鹑,望和恁便亲身前往。,dandaohui·xunzi.csv,8,0.9
关羽,上小楼,恁道他，兵多将广，,dandaohui·xunzi.csv,7,0.55
关羽,上小楼,"人强马壮。
大丈夫奋勇当先，
一人拼命，万夫难挡。",dandaohui·xunzi.csv,19,0.9
